"model","alpha","lambda","mtry","splitrule","min.node.size","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","ROC_mean","ROC_sd","Sens_mean","Sens_sd","Spec_mean","Spec_sd","Accuracy_mean","Accuracy_sd","BalancedAccuracy_mean","BalancedAccuracy_sd","F1_mean","F1_sd","Precision_mean","Precision_sd","PPV_mean","PPV_sd","NPV_mean","NPV_sd","Kappa_mean","Kappa_sd","MCC_mean","MCC_sd","PR_AUC_mean","PR_AUC_sd"
"RF",NA,NA,11,"gini",1,NA,NA,NA,NA,NA,NA,NA,0.610675438596491,0.0971670575349074,0.407333333333333,0.119066703616978,0.704552631578947,0.105735817471363,0.574210084033613,0.0764592257369183,0.55594298245614,0.076982518994999,0.451356842218919,0.109241505227567,0.521856878501615,0.114144063603382,0.521856878501615,0.114144063603382,0.603736655431214,0.0612794953538277,0.114586514790491,0.157144569463321,0.118331418380114,0.162082379911456,0.532572933388317,0.105323678625576
"RF",NA,NA,11,"gini",3,NA,NA,NA,NA,NA,NA,NA,0.614829824561404,0.0989550141233996,0.415333333333333,0.122398403780588,0.708421052631579,0.108010402078252,0.579865546218487,0.0800612702169354,0.561877192982456,0.0806891772245653,0.459739637490657,0.111305045522451,0.531819175922117,0.120221730120444,0.531819175922117,0.120221730120444,0.608649532095409,0.0631643512010132,0.126730276914351,0.164723024557449,0.131562544380019,0.169567373083746,0.534052607146342,0.108843952423809
"RF",NA,NA,11,"gini",5,NA,NA,NA,NA,NA,NA,NA,0.612898245614035,0.0970196715824822,0.406,0.125741794474493,0.70578947368421,0.109339595015939,0.574327731092437,0.0786776640613905,0.555894736842105,0.0795188552129294,0.450051877049595,0.11216672801176,0.522936503554925,0.118690507312712,0.522936503554925,0.118690507312712,0.604223640463626,0.0633253928482649,0.114466640179166,0.162199911241196,0.118984909383871,0.167384067792907,0.533641311643765,0.0990453006847691
"RF",NA,NA,11,"gini",10,NA,NA,NA,NA,NA,NA,NA,0.616417543859649,0.0969732781278624,0.412666666666667,0.127020593609453,0.709315789473684,0.108680841110771,0.579302521008403,0.0781511833797981,0.560991228070175,0.0791067174199015,0.456962806444714,0.111990370242263,0.529818548152914,0.119809178895717,0.529818548152914,0.119809178895717,0.608503205348162,0.0638552329877978,0.124856768398032,0.161298966252731,0.129697278599511,0.167303596152701,0.534622500982034,0.103331365186547
"RF",NA,NA,11,"gini",15,NA,NA,NA,NA,NA,NA,NA,0.621117543859649,0.097091797028157,0.414666666666667,0.125557790272416,0.711078947368421,0.118087897482934,0.581100840336135,0.086577363645973,0.562872807017544,0.086727365523886,0.460352390935385,0.116252218334059,0.535512298159357,0.131849109952714,0.535512298159357,0.131849109952714,0.608741725617328,0.069005584980326,0.129056866257097,0.176822679899451,0.134460365837841,0.183070361305436,0.540456492660066,0.102649153568224
"RF",NA,NA,11,"gini",20,NA,NA,NA,NA,NA,NA,NA,0.622998245614035,0.0947460733322558,0.406,0.118386079201049,0.710947368421053,0.10614906313513,0.577243697478992,0.0764511075664257,0.558473684210526,0.0769922740695893,0.452728834321048,0.106009636332621,0.528724048912903,0.116173256123571,0.528724048912903,0.116173256123571,0.605652094610696,0.0608882014016557,0.119945523990605,0.157087496383894,0.125066249233315,0.16225014418993,0.541346455290873,0.106997084038317
"RF",NA,NA,11,"gini",30,NA,NA,NA,NA,NA,NA,NA,0.628973684210526,0.0939121082911077,0.398,0.11776252998307,0.723210526315789,0.112466440769648,0.580529411764706,0.0782869140564314,0.560605263157895,0.0782594117114304,0.449807606193069,0.106525817800092,0.536865669160561,0.120884054530033,0.536865669160561,0.120884054530033,0.605980544159236,0.0614122772626442,0.124835675148,0.159715098156932,0.131236211943757,0.16552368326616,0.543428761824015,0.106575418746476
"RF",NA,NA,13,"gini",1,NA,NA,NA,NA,NA,NA,NA,0.607994736842105,0.093759071237164,0.422666666666667,0.118433471169065,0.690368421052632,0.107957425286421,0.572932773109244,0.0730989785436367,0.556517543859649,0.0735689075111814,0.460026148502805,0.100748781272688,0.520707583438234,0.104954472601083,0.520707583438234,0.104954472601083,0.605568028259561,0.060497947711141,0.115377886305032,0.149327907058425,0.11930854984803,0.153327450526934,0.528904404850931,0.0984616705405013
"RF",NA,NA,13,"gini",3,NA,NA,NA,NA,NA,NA,NA,0.61040350877193,0.0963536031403382,0.419333333333333,0.116551650857552,0.693473684210526,0.100878565970824,0.573151260504202,0.071297219910605,0.55640350877193,0.0721128804443639,0.458133482126462,0.101797372391251,0.519300339409473,0.104718966257387,0.519300339409473,0.104718966257387,0.605280712356224,0.0575308731470903,0.11507543277886,0.146899687758968,0.118380754250142,0.150810843780194,0.532459946009102,0.101896422599363
"RF",NA,NA,13,"gini",5,NA,NA,NA,NA,NA,NA,NA,0.615733333333333,0.0942637912238087,0.43,0.118112731252607,0.693368421052632,0.106198976783736,0.577873949579832,0.0760723345002825,0.561684210526316,0.0765976227542962,0.467563371789772,0.104077946180915,0.5269537667355,0.109826869102945,0.5269537667355,0.109826869102945,0.60953718088029,0.062263182475882,0.125874863778856,0.155642678582509,0.129607802299213,0.159784246956482,0.535352499145373,0.105709318530859
