"model","resample","variables","n_variables"
"RF","Fold05.Rep03","Age, Sex, Living_alone, Antibiotics_last_2_y, Asthma, Emphysema, Heart_disease, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Uneasiness_hard_to_describe, Breathing_sound_whistling, Irritating_cough, Difficulty_suppressing_the_cough, Thin_mucus, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Headache, Back_pain, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Rougher_voice, Changes_pitch_higher_lower, Loss_of_appetite, Early_satiety, Changes_hard_to_describe, Difficult_sensing_smells, Changes_hard_to_describe.1, Feeling_chilly, Fever, Cold_feet, Swollen_tender_joints, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",47
"RF","Fold05.Rep04","Age, Sex, Living_alone, University_education, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, COPD, Anemia, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Lump_in_the_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Dry_cough, Wheezing_cough, Irritating_cough, Losing_breath_due_to_coughing, Thick_mucus, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Back_pain, Less_will_to_do_things, Became_weaker, Legs_do_not_support, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Lost_my_voice, Voice_changes_difficult_to_describe, Loss_of_appetite, Changes_hard_to_describe, Chills, Feeling_chilly, Fever, Cold_feet, Calf_cramp, Swollen_tender_joints, Dryer_mouth, Poorer_condition_lower_fitness",55
"RF","Fold05.Rep05","Age, Sex, Living_alone, University_education, Antibiotics_last_2_y, Emphysema, COPD, Pleural_fluid, Anemia, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Labored_breathing, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Wheezing_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Thin_mucus, Thick_mucus, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_shoulders, Back_pain, Less_energy_to_do_things, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Hoarse_voice, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Changes_hard_to_describe, More_sensitive_to_different_smells, Changes_hard_to_describe.1, Chills, Feeling_chilly, Fever, Cold_feet, Nail_changes, Poorer_condition_lower_fitness, More_irritable",54
"RF","Fold05.Rep06","Age, Sex, Living_alone, Asthma, Emphysema, Asbestos, COPD, Current_daily_smoker, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_whistling, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Lumps_pieces_in_sputum, Thin_mucus, Pain_comes_and_goes, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_neck, Headache, Back_pain, Pain_in_whole_body, Less_energy_to_do_things, Legs_do_not_support, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Early_satiety, Changes_hard_to_describe, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",53
"RF","Fold05.Rep07","Age, Sex, Cold_flu_pneumonia_last_2_y, Pleural_fluid, Heart_disease, Angina_pectoris, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Labored_breathing, Wheezing, Gasp_for_air, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_whistling, Dry_cough, Hacking_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Unlike_other_coughs, White_yellow_or_green_phlegm_expectorated, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Legs_do_not_support, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Rougher_voice, Changes_pitch_higher_lower, Loss_of_appetite, Food_drinks_tasted_different, Changes_hard_to_describe, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",48
"RF","Fold05.Rep08","Age, Antibiotics_last_2_y, Emphysema, COPD, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Hard_to_breathe_deeply, Labored_breathing, Feeling_of_choking, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Unlike_other_coughs, Lumps_pieces_in_sputum, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Headache, Less_energy_to_do_things, Less_will_to_do_things, Legs_do_not_support, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Hoarse_voice, Weaker_voice, Lost_my_voice, Do_not_enjoy_food, Difficult_sensing_smells, Changes_hard_to_describe.1, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, More_irritable",46
"RF","Fold05.Rep09","Age, Sex, Living_alone, Asthma, Emphysema, COPD, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Breathing_sound_hissed, Dry_cough, Wheezing_cough, Irritating_cough, Difficulty_suppressing_the_cough, Unlike_other_coughs, Thin_mucus, Thick_mucus, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Less_will_to_do_things, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Hoarse_voice, Rougher_voice, Weaker_voice, Lost_my_voice, Loss_of_appetite, Trouble_swallowing, Changes_hard_to_describe, Difficult_sensing_smells, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Calf_cramp, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness",52
"RF","Fold05.Rep10","Age, Living_alone, Emphysema, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Wheezing, Feeling_of_choking, Discomfort_sensation, Panic_sensation, Thickness_in_throat, Lump_in_the_chest, Sores_in_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Barking_cough, Irritating_cough, Difficulty_suppressing_the_cough, Unlike_other_coughs, Thick_mucus, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_shoulder_blade, Pain_in_neck, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Pain_in_whole_body, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Voice_changes_difficult_to_describe, Feeling_chilly, Fever, Cold_feet, Dryer_mouth, Feeling_that_something_is_wrong",51
"RF","Fold06.Rep01","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Asbestos, COPD, Pleural_fluid, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Dry_cough, Hacking_cough, Wheezing_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Thin_mucus, Thick_mucus, Pain_persists_worsens_when_breathing, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Pain_in_whole_body, Less_will_to_do_things, Became_weaker, Difficulty_to_stay_awake, Did_not_feel_well_rested, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Hoarse_voice, Lost_my_voice, Voice_changes_difficult_to_describe, Trouble_swallowing, Difficult_sensing_smells, Fever, Day_sweats_more_than_usual, Cold_feet, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",57
"RF","Fold06.Rep02","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, COPD, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Feeling_pressure, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Panic_sensation, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Thick_consistency, Pain_persists_worsens_when_breathing, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Pain_in_whole_body, Did_not_feel_well_rested, Felt_worn_out, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Hoarse_voice, Weaker_voice, Changes_pitch_higher_lower, Changes_hard_to_describe, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Swollen_tender_joints, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",44
"RF","Fold06.Rep03","Age, Sex, Emphysema, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Stabbing_sensation_from_taking_deep_breaths, Lump_in_the_chest, Sores_in_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Hacking_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Unlike_other_coughs, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Hoarse_voice, Weaker_voice, Lost_my_voice, Voice_changes_difficult_to_describe, Loss_of_appetite, Changes_hard_to_describe, Difficult_sensing_smells, Fever, Day_sweats_more_than_usual, Cold_feet, Calf_cramp, Dryer_mouth, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",58
"RF","Fold06.Rep04","Age, Sex, Living_alone, Emphysema, Asbestos, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Feeling_pressure, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Wheezing_cough, Irritating_cough, Difficulty_suppressing_the_cough, Unlike_other_coughs, Lumps_pieces_in_sputum, Thin_mucus, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Pain_in_whole_body, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Lost_my_voice, Voice_changes_difficult_to_describe, Food_drinks_tasted_different, Difficult_sensing_smells, Feeling_chilly, Fever, Cold_feet, Calf_cramp, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",52
"RF","Fold06.Rep05","Age, Living_alone, Emphysema, Asbestos, Anemia, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Lump_in_the_chest, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Slight_cough, Thin_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Pain_in_whole_body, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Rougher_voice, Loss_of_appetite, Do_not_enjoy_food, Trouble_swallowing, Changes_hard_to_describe, Lost_sense_of_smell, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",64
"RF","Fold06.Rep06","Age, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, COPD, Anemia, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Wheezing, Hard_to_catch_breath, Gasp_for_air, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_jarred_raspy, Breathing_sound_hissed, Irritating_cough, Need_to_clear_throat, Unlike_other_coughs, Thin_mucus, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Headache, Back_pain, Legs_do_not_support, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Rougher_voice, Weaker_voice, Lost_my_voice, Do_not_enjoy_food, Food_drinks_tasted_different, Difficult_sensing_smells, Changes_hard_to_describe.1, Fever, Cold_feet, Calf_cramp, Dryer_mouth, Poorer_condition_lower_fitness",51
"RF","Fold06.Rep07","Age, Living_alone, Emphysema, Asbestos, COPD, Pleural_fluid, Heart_disease, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Coughing_fits, Difficulty_suppressing_the_cough, Blood_mixed_phlegm_expectorates, Thick_consistency, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulder_blade, Pain_in_neck, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Weaker_voice, Lost_my_voice, Loss_of_appetite, Early_satiety, Changes_hard_to_describe, Chills, Feeling_chilly, Fever, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness",49
"RF","Fold06.Rep08","Age, Living_alone, Cold_flu_pneumonia_last_2_y, Emphysema, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_jarred_raspy, Dry_cough, Barking_cough, Irritating_cough, Difficulty_suppressing_the_cough, Unlike_other_coughs, Thick_consistency, Thin_mucus, Pain_persists_worsens_when_breathing, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Hoarse_voice, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Changes_hard_to_describe, Chills, Feeling_chilly, Fever, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",54
"RF","Fold06.Rep09","Age, Sex, Living_alone, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Angina_pectoris, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Hacking_cough, Wheezing_cough, Irritating_cough, Unlike_other_coughs, Increased_amount_of_phlegm_expectorates, Lumps_pieces_in_sputum, Thick_consistency, Pain_persists_worsens_changing_body_position, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Less_will_to_do_things, Legs_do_not_support, Increased_need_for_sleep, Felt_worn_out, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Weaker_voice, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Do_not_enjoy_food, Food_drinks_tasted_different, Difficult_sensing_smells, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness",59
"RF","Fold06.Rep10","Age, Sex, Living_alone, Antibiotics_last_2_y, Emphysema, COPD, No_comorbidities, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Feeling_pressure, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Blood_mixed_phlegm_expectorates, Lumps_pieces_in_sputum, Thick_consistency, Thick_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Headache, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Hoarse_voice, Rougher_voice, Weaker_voice, Lost_my_voice, Changes_pitch_higher_lower, Do_not_enjoy_food, Difficult_sensing_smells, Lost_sense_of_smell, Chills, Fever, Day_sweats_more_than_usual, Cold_feet, Swollen_tender_joints, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness",60
"RF","Fold07.Rep01","Age, Living_alone, Cold_flu_pneumonia_last_2_y, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Coughing_fits, Thick_consistency, Thin_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Hoarse_voice, Trouble_swallowing, Difficult_sensing_smells, Changes_hard_to_describe.1, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth",42
"RF","Fold07.Rep02","Age, Sex, Living_alone, University_education, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Hard_to_breathe_deeply, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Lump_in_the_chest, Uneasiness_hard_to_describe, Breathing_sound_whistling, Breathing_sound_hissed, Mucus_cough, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Coughing_fits, Blood_mixed_phlegm_expectorates, Thick_mucus, Pain_persists_worsens_when_breathing, Pressure_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_chest, Headache, Less_energy_to_do_things, Less_will_to_do_things, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Changes_pitch_higher_lower, Loss_of_appetite, Early_satiety, Changes_hard_to_describe, Changes_hard_to_describe.1, Feeling_chilly, Fever, Swollen_tender_joints, Dryer_mouth, Poorer_condition_lower_fitness",54
"RF","Fold07.Rep03","Age, Living_alone, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Blood_mixed_phlegm_expectorates, Thick_consistency, Thin_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_will_to_do_things, Legs_do_not_support, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Food_drinks_tasted_different, Trouble_swallowing, Changes_hard_to_describe, Difficult_sensing_smells, Chills, Feeling_chilly, Fever, Cold_feet, Calf_cramp, Nail_changes, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",52
"RF","Fold07.Rep04","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Emphysema, COPD, Heart_disease, Angina_pectoris, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Feeling_pressure, Wheezing, Gasp_for_air, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_whistling, Mucus_cough, Wheezing_cough, Irritating_cough, Losing_breath_due_to_coughing, Coughing_fits, Difficulty_suppressing_the_cough, Unlike_other_coughs, Blood_mixed_phlegm_expectorates, Lumps_pieces_in_sputum, Thick_consistency, Thin_mucus, Thick_mucus, Pain_comes_and_goes, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_shoulders, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Less_energy_to_do_things, Legs_do_not_support, Increased_need_for_sleep, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Early_satiety, Changes_hard_to_describe, Lost_sense_of_smell, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",61
"RF","Fold07.Rep05","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Emphysema, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Barking_cough, Irritating_cough, Losing_breath_due_to_coughing, Unlike_other_coughs, Lumps_pieces_in_sputum, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Hoarse_voice, Weaker_voice, Lost_my_voice, Changes_pitch_higher_lower, Changes_hard_to_describe, Difficult_sensing_smells, More_sensitive_to_different_smells, Changes_hard_to_describe.1, Chills, Feeling_chilly, Fever, Cold_feet, Dryer_skin, Dryer_mouth, Poorer_condition_lower_fitness",51
