"model","alpha","lambda","mtry","splitrule","min.node.size","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","ROC_mean","ROC_sd","Sens_mean","Sens_sd","Spec_mean","Spec_sd","Accuracy_mean","Accuracy_sd","BalancedAccuracy_mean","BalancedAccuracy_sd","F1_mean","F1_sd","Precision_mean","Precision_sd","PPV_mean","PPV_sd","NPV_mean","NPV_sd","Kappa_mean","Kappa_sd","MCC_mean","MCC_sd","PR_AUC_mean","PR_AUC_sd"
"RF",NA,NA,10,"gini",1,NA,NA,NA,NA,NA,NA,NA,0.637328571428571,0.0830408105077465,0.529571428571429,0.1260159610791,0.675921052631579,0.108819107302463,0.613233256939139,0.0709272094837283,0.602746240601504,0.0714290311395267,0.535536837142595,0.0923756707089355,0.55643846684791,0.090798960436732,0.55643846684791,0.090798960436732,0.659681900650338,0.0659243561184446,0.206444311627785,0.143098698276434,0.210541292692541,0.145042016788245,0.55979896878915,0.0956789657036833
"RF",NA,NA,10,"gini",3,NA,NA,NA,NA,NA,NA,NA,0.64146679197995,0.0824151864549117,0.536285714285714,0.120653488356128,0.678947368421053,0.117716909442221,0.617986249045073,0.0734749937775598,0.607616541353383,0.0725560233287943,0.542779652560179,0.0874361442633954,0.565061055344724,0.0924459453719272,0.565061055344724,0.0924459453719272,0.662851016686085,0.0676156830270168,0.216680495733687,0.145049299298595,0.221254904829542,0.1472753897025,0.562290834811777,0.0905426186525996
"RF",NA,NA,10,"gini",5,NA,NA,NA,NA,NA,NA,NA,0.641428947368421,0.081268917147338,0.548857142857143,0.119862760035266,0.670184210526316,0.108921705160194,0.618218487394958,0.069183435014007,0.609520676691729,0.0691017496524071,0.548430334912203,0.0866728433757054,0.562186647416911,0.0905514759160692,0.562186647416911,0.0905514759160692,0.666750574977288,0.063463737965674,0.219488905500252,0.138490223144149,0.223685078782454,0.140438066216733,0.563484202970696,0.0936586934888078
"RF",NA,NA,10,"gini",10,NA,NA,NA,NA,NA,NA,NA,0.641174812030075,0.0827266557058038,0.54552380952381,0.127895932752033,0.678973684210526,0.108864815384789,0.621822765469824,0.0730944363061706,0.612248746867168,0.0739343272857086,0.548695813971635,0.0945872012002622,0.566269240949969,0.0957935146909129,0.566269240949969,0.095793514690913,0.668704196171756,0.0681624793405326,0.225163930156239,0.14816180942179,0.229467256202035,0.150439763632799,0.562590439827605,0.0962368152927097
"RF",NA,NA,10,"gini",15,NA,NA,NA,NA,NA,NA,NA,0.641143609022556,0.0854752911331699,0.553333333333333,0.117425212179272,0.669578947368421,0.113383810683627,0.619707919531449,0.0746039046202633,0.611456140350877,0.0737695415653849,0.552276966707547,0.088306596270854,0.564396412497032,0.0943381869250017,0.564396412497032,0.0943381869250017,0.667899278416229,0.0673226418899001,0.223442995585686,0.147980251884469,0.227365641910954,0.149805123856774,0.56177273206367,0.0984573492891584
"RF",NA,NA,10,"gini",20,NA,NA,NA,NA,NA,NA,NA,0.639667042606516,0.0850096273162156,0.569333333333333,0.119276009874276,0.661947368421053,0.114797122618478,0.622199898141075,0.071971664752922,0.615640350877193,0.0711762833698501,0.560756110960064,0.0852217274001818,0.566008296227337,0.0922682509679243,0.566008296227337,0.0922682509679243,0.674153549174013,0.0663690180642353,0.231032127849603,0.142556684907747,0.23548678940659,0.144564635846922,0.56213926680707,0.100555658236958
"RF",NA,NA,10,"gini",30,NA,NA,NA,NA,NA,NA,NA,0.638108395989975,0.0866534607941879,0.571190476190476,0.126818750536967,0.649315789473684,0.108083314410805,0.615821492233257,0.0727359881903214,0.61025313283208,0.0737065885472816,0.556519620430425,0.090172140419446,0.55421617744141,0.0854524932678663,0.55421617744141,0.0854524932678663,0.671925301530629,0.0724755989940505,0.219296455342718,0.1460549784445,0.223191192791181,0.148043283738272,0.556856874331974,0.101666037462834
"RF",NA,NA,11,"gini",1,NA,NA,NA,NA,NA,NA,NA,0.638524561403509,0.0807518717167517,0.553047619047619,0.112748236044793,0.664,0.113161838636562,0.616547237076649,0.0716043074384444,0.60852380952381,0.0703199160244109,0.550530390117776,0.0815981716620482,0.561465897449644,0.0933925269069567,0.561465897449644,0.0933925269069567,0.665991723076657,0.0649435493273732,0.217588621124211,0.141041366414067,0.221966180739156,0.143640434127975,0.562233742763295,0.0930693989585447
"RF",NA,NA,11,"gini",3,NA,NA,NA,NA,NA,NA,NA,0.642007518796992,0.0847940794386624,0.550380952380952,0.123524628742421,0.671921052631579,0.110255773163236,0.619792971734148,0.0722480092044862,0.611151002506266,0.072526922814799,0.550068721868249,0.0881393584389445,0.564226691480174,0.0899267894206037,0.564226691480174,0.0899267894206037,0.6683030723483,0.0690691328957481,0.222685062053888,0.144272692803943,0.227110904682616,0.146211421955705,0.566561016109077,0.0969248841052829
"RF",NA,NA,11,"gini",5,NA,NA,NA,NA,NA,NA,NA,0.640577568922306,0.0825603782775178,0.546095238095238,0.126944221724036,0.67178947368421,0.105271849720893,0.617959511077158,0.0724625074539918,0.608942355889724,0.0738162452391376,0.546286111036029,0.0941648628201783,0.56019072757308,0.0921661934056008,0.56019072757308,0.0921661934056008,0.666413073655902,0.0692347842167919,0.218084804205191,0.147064201340814,0.22195918679951,0.149189612625943,0.562308342498454,0.0962726242409954
"RF",NA,NA,11,"gini",10,NA,NA,NA,NA,NA,NA,NA,0.640035213032581,0.0845408385432159,0.547761904761905,0.127075102692354,0.660157894736842,0.112749482426817,0.612023172905526,0.0740177256308829,0.603959899749373,0.0743121115604889,0.54348353915704,0.0931558206295468,0.553574419861185,0.0936576061681332,0.553574419861185,0.0936576061681332,0.66300112777958,0.0693243088776566,0.207947253832286,0.148442797213185,0.211988838201709,0.150672830889791,0.560567408203631,0.0962356302758276
"RF",NA,NA,11,"gini",15,NA,NA,NA,NA,NA,NA,NA,0.639137343358396,0.084498268110828,0.564190476190476,0.132415379233842,0.662947368421053,0.109898396080366,0.620625923096511,0.0744087683211664,0.613568922305764,0.0758349668608887,0.555770159560102,0.0957165279217324,0.561656952009119,0.0902585035801116,0.561656952009119,0.0902585035801116,0.673219920203959,0.0733030261073351,0.226474862688379,0.150396943967914,0.230739690556347,0.152137800957294,0.561042972540612,0.09644824392769
"RF",NA,NA,11,"gini",20,NA,NA,NA,NA,NA,NA,NA,0.641451754385965,0.0860318087074475,0.575619047619048,0.123484013581542,0.656552631578947,0.115621098762175,0.621784568372804,0.0777254660236365,0.616085839598997,0.0774721976385285,0.563234004923463,0.0907218882064216,0.564316010005908,0.0959684404356785,0.564316010005908,0.0959684404356785,0.675547560440985,0.0735969116925864,0.23145773300712,0.154225969779716,0.235773749529793,0.156459351938842,0.560605754422651,0.0999761126041019
"RF",NA,NA,11,"gini",30,NA,NA,NA,NA,NA,NA,NA,0.640000125313283,0.0882566964227097,0.581857142857143,0.127408552974416,0.650842105263158,0.114580880104688,0.621214667685256,0.0770131129941395,0.61634962406015,0.0771068065513579,0.565071927974083,0.0923980487909842,0.561390814508849,0.0937879522715232,0.561390814508849,0.0937879522715232,0.677594461922592,0.0743094161595522,0.231442476442026,0.153516666246091,0.235695820198719,0.155897801304578,0.559810861551463,0.103737304532461
"RF",NA,NA,21,"gini",1,NA,NA,NA,NA,NA,NA,NA,0.634916666666667,0.0809041307831195,0.582904761904762,0.115909767047384,0.645236842105263,0.117123373089702,0.618555131143366,0.0734345279732693,0.614070802005013,0.0720258553957934,0.564646699009978,0.0824546016009919,0.559835612916495,0.0875186823701278,0.559835612916495,0.0875186823701278,0.674856332301954,0.0692720150308168,0.227105015240792,0.143327360960892,0.231227660196255,0.145283888979282,0.562664965953573,0.0892580510935138
