"model","Variable","n_total","n_selected","selection_frequency","median_rank","freq_top10","mean_importance","sd_importance","median_importance","importance_scaled","sd_importance_scaled"
"RF","Less_energy_to_do_things",100,94,0.94,25,0.01,0.00171283227170687,0.00117351752625625,0.00160322977183817,0.10480751401128,0.0469079927363414
"RF","Lost_sense_of_smell",100,100,1,24,0,0.0016663876334485,0.00056741851816055,0.0017163766519847,0.102951022987225,0.0226809256213263
"RF","Hard_to_breathe_deeply",100,97,0.97,26,0,0.00157504095350736,0.000741970472623322,0.00157622587700545,0.0992997018068441,0.0296581386827919
"RF","Breathing_sound_bubbled_gurgled",100,100,1,25.5,0,0.00149303771799663,0.000606717830945366,0.00154930702031317,0.09602185798293,0.0242518027811539
"RF","More_irritable",100,98,0.98,30,0.05,0.00145221752477917,0.00128955011357877,0.00114837368464857,0.0943901879958195,0.0515460621656643
"RF","Clear_throat_more_often",100,98,0.98,31,0.04,0.0013984359326749,0.00123384159025876,0.0010882693744154,0.0922404233137153,0.0493192739424122
"RF","Feeling_chilly",100,100,1,30.5,0,0.00122976330553083,0.000491599285400351,0.00120785288365805,0.0854982194762193,0.0196502695467328
"RF","Heartburn",100,95,0.95,33,0,0.00107530830612508,0.000701557680592889,0.00103362727503259,0.079324324474131,0.0280427533880648
"RF","Pain_in_chest",100,98,0.98,32,0,0.00105950207392633,0.000545197846956753,0.00107160635134444,0.0786925157379348,0.0217927181083549
"RF","Do_not_enjoy_food",100,94,0.94,38,0.01,0.00095685644029137,0.000896087388373717,0.000871953366033517,0.07458955133456,0.0358185197617433
"RF","White_yellow_or_green_phlegm_expectorated",100,98,0.98,35,0,0.000927444652375087,0.000504210022162041,0.000918817539648746,0.073413899584099,0.0201543475303862
"RF","Pressure_sensation",100,97,0.97,36,0,0.000904923632113884,0.000547075654898856,0.000946791046157151,0.0725136864801689,0.0218677780877226
"RF","Changes_pitch_higher_lower",100,95,0.95,37.5,0,0.000814372978080455,0.000484065354505023,0.000821325501155771,0.0688941841492394,0.0193491222968561
