"model","resample","variables","n_variables"
"RF","Fold10.Rep02","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",17
"RF","Fold10.Rep03","Age, Sex, Living_alone, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",18
"RF","Fold10.Rep04","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Chronic_bronchitis, COPD, Anemia, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",16
"RF","Fold10.Rep05","Age, Sex, Living_alone, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Pleural_fluid, Anemia, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",16
"RF","Fold10.Rep06","Age, Sex, Living_alone, University_education, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",18
"RF","Fold10.Rep07","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",16
"RF","Fold10.Rep08","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Heart_disease, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",14
"RF","Fold10.Rep09","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",16
"RF","Fold10.Rep10","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Chronic_bronchitis, COPD, Anemia, Angina_pectoris, Pneumonia, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking",15
"RLR","Fold01.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",22
"RLR","Fold01.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold01.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold02.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold03.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold04.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold05.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold06.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",22
"RLR","Fold06.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
